url_start,url_end,diff_mean,diff_max,diff_min,diff_sum,qty_rel_all,reload_mean,process_order_mean
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/autopayments/all/select.aspx,4.0,4,4,4,1,0.0,22.0
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/cardchoice/cardchoice.aspx,66.875,332,1,535,8,0.0,12.125
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/cardcreditnew/cardcreditchoice.aspx,46.416666666666664,349,1,557,12,1.0,27.333333333333332
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/cardoperations.aspx,5.0,5,5,5,1,0.0,29.0
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/dcards.aspx,204.4,827,4,1022,5,0.0,39.2
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/depositallinclusive/new/create.aspx,95.0,95,95,95,1,0.0,39.0
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/depositcommon/create.aspx,4.0,4,4,4,1,0.0,5.0
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/fps/create.aspx,23.0,33,13,46,2,0.0,54.0
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/fps/settings/main.aspx,58.0,58,58,58,1,0.0,33.0
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/insurance/insuranceinfo.aspx,10.0,10,10,10,1,0.0,32.0
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/loans.aspx,8.25,17,4,33,4,0.0,11.0
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/main.aspx,11691.538461538461,79884,5,303980,26,0.0,21.346153846153847
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/news.aspx,54.0,54,54,54,1,0.0,36.0
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/opensavingsaccount/create.aspx,85.0,85,85,85,1,0.0,7.0
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/ops.aspx,22.0,22,22,22,1,0.0,26.0
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/paymentform.aspx,15.0,15,15,15,1,0.0,33.0
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/purposeloanaddrequest/calculator.aspx,71.4,459,5,714,10,0.0,12.4
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/purposeloanaddrequest/personaldata.aspx,93.5,485,26,3927,42,0.0,24.904761904761905
/secure/cardcreditnew/cardcreditchoice.aspx,/secure/purposeloanaddrequestmobile/cardcreditchoice.aspx,28917.0,57632,202,57834,2,0.0,26.5
/secure/cardnew/complete.aspx,/secure/accounts.aspx,17.0,17,17,17,1,0.0,13.0
/secure/cardnew/complete.aspx,/secure/cardnew/complete.aspx,21.0,21,21,21,1,1.0,24.0
/secure/cardnew/complete.aspx,/secure/cardnew/create.aspx,3.0,3,3,3,1,0.0,49.0
/secure/cardnew/complete.aspx,/secure/dcards.aspx,34.333333333333336,80,11,103,3,0.0,50.666666666666664
/secure/cardnew/complete.aspx,/secure/depositallinclusive/new/create.aspx,47.0,47,47,47,1,0.0,24.0
/secure/cardnew/complete.aspx,/secure/main.aspx,7304.15,72705,2,146083,20,0.0,20.6
/secure/cardnew/complete.aspx,/secure/purposeloan/select.aspx,26.181818181818183,183,4,288,11,0.0,16.181818181818183
/secure/cardnew/confirmation.aspx,/secure/cardnew/complete.aspx,100.70270270270271,422,15,3726,37,0.0,18.10810810810811
/secure/cardnew/confirmation.aspx,/secure/cardnew/confirmation.aspx,7.75,10,3,31,4,1.0,22.25
/secure/cardnew/confirmation.aspx,/secure/cardnew/create.aspx,116.33333333333333,445,2,698,6,0.0,11.666666666666666
/secure/cardnew/confirmation.aspx,/secure/dcards.aspx,131.33333333333334,238,16,394,3,0.0,68.0
/secure/cardnew/confirmation.aspx,/secure/deps.aspx,54.0,54,54,54,1,0.0,20.0
/secure/cardnew/confirmation.aspx,/secure/main.aspx,500.5,1930,10,2002,4,0.0,29.75
/secure/cardnew/create.aspx,/secure/accounts.aspx,40.0,40,40,40,1,0.0,10.0
/secure/cardnew/create.aspx,/secure/autopayments/all/select.aspx,48.0,48,48,48,1,0.0,20.0
/secure/cardnew/create.aspx,/secure/cardchoice/cardchoice.aspx,35.0,111,5,805,23,0.0,20.17391304347826
/secure/cardnew/create.aspx,/secure/cardcreditnew/cardcreditchoice.aspx,14.0,14,14,14,1,0.0,23.0
/secure/cardnew/create.aspx,/secure/cardnew/confirmation.aspx,139.3921568627451,631,8,7109,51,0.0,19.980392156862745
/secure/cardnew/create.aspx,/secure/cardnew/create.aspx,3.619718309859155,30,1,257,71,1.0,24.422535211267604
/secure/cardnew/create.aspx,/secure/cardrenew/create.aspx,5.5,6,5,11,2,0.0,11.5
/secure/cardnew/create.aspx,/secure/cardtoaccount/create.aspx,15.0,18,12,30,2,0.0,16.5
/secure/cardnew/create.aspx,/secure/communication/messageslist.aspx,84.0,165,12,336,4,0.0,17.5
/secure/cardnew/create.aspx,/secure/communication/messageslistmobile.aspx,14156.0,14156,14156,14156,1,0.0,14.0
/secure/cardnew/create.aspx,/secure/dcards.aspx,66.9,352,2,1338,20,0.0,23.3
/secure/cardnew/create.aspx,/secure/depositallinclusive/new/create.aspx,24.0,24,24,24,1,0.0,20.0
/secure/cardnew/create.aspx,/secure/deps.aspx,301.0,1059,22,1204,4,0.0,18.0
/secure/cardnew/create.aspx,/secure/fps/create.aspx,41.0,65,17,82,2,0.0,10.5
/secure/cardnew/create.aspx,/secure/insurance/list.aspx,32.0,32,32,32,1,0.0,8.0
/secure/cardnew/create.aspx,/secure/loans.aspx,15.0,15,15,15,1,0.0,40.0
/secure/cardnew/create.aspx,/secure/main.aspx,3529.1964285714284,42062,1,197635,56,0.0,28.482142857142858
/secure/cardnew/create.aspx,/secure/news.aspx,54.0,57,51,108,2,0.0,21.5
/secure/cardnew/create.aspx,/secure/opensavingsaccount/create.aspx,32.0,35,29,64,2,0.0,7.0
/secure/cardnew/create.aspx,/secure/operations.aspx,26.0,26,26,26,1,0.0,7.0
/secure/cardnew/create.aspx,/secure/repaymentofcreditsways.aspx,16.0,16,16,16,1,0.0,38.0
/secure/cardnew/create.aspx,/secure/servicepackages/list.aspx,134.0,134,134,134,1,0.0,10.0
/secure/cardnew/create.aspx,/secure/transferbyphone/create.aspx,348.0,348,348,348,1,0.0,12.0
/secure/cardoperations.aspx,/secure/accountoperations.aspx,73.26315789473684,842,1,2784,38,0.0,20.18421052631579
/secure/cardoperations.aspx,/secure/accounts.aspx,75.08588351431392,1138,2,76062,1013,0.0,18.35538005923001
/secure/cardoperations.aspx,/secure/activatesecurecodescard/create.aspx,65.08695652173913,181,6,1497,23,0.0,14.173913043478262
/secure/cardoperations.aspx,/secure/anotheremitet/delete/complete.aspx,6.0,6,6,6,1,0.0,12.0
/secure/cardoperations.aspx,/secure/anotheremitet/new/create.aspx,5.0,6,4,10,2,0.0,5.0
/secure/cardoperations.aspx,/secure/approvedcreditforcard/list.aspx,56.125,166,11,1347,24,0.0,21.916666666666668
/secure/cardoperations.aspx,/secure/autopayments/all/list.aspx,43.583333333333336,145,10,523,12,0.0,9.75
/secure/cardoperations.aspx,/secure/autopayments/all/mobilephone/confirmation.aspx,4.0,4,4,4,1,0.0,21.0
/secure/cardoperations.aspx,/secure/autopayments/all/select.aspx,42.0531914893617,709,2,11859,282,0.0,14.131205673758865
/secure/cardoperations.aspx,/secure/autopayments/all/tax/create.aspx,2.0,2,2,2,1,0.0,14.0
/secure/cardoperations.aspx,/secure/autopayments/list.aspx,81.6774193548387,539,9,2532,31,0.0,12.64516129032258
/secure/cardoperations.aspx,/secure/autopaymentsmobile/all/list.aspx,41673.333333333336,67424,16,125020,3,0.0,13.333333333333334
/secure/cardoperations.aspx,/secure/autopaymentsmobile/all/select.aspx,33037.0,33037,33037,33037,1,0.0,5.0
/secure/cardoperations.aspx,/secure/bonusprogram/charitablepackage/info.aspx,16.0,16,16,16,1,0.0,7.0
/secure/cardoperations.aspx,/secure/bonusprogram/compensate/withdrawalcash.aspx,55.333333333333336,75,27,166,3,0.0,31.333333333333332
/secure/cardoperations.aspx,/secure/bonusprogram/mkbbonus/main.aspx,74.29264705882353,742,3,50519,680,0.0,17.13529411764706
/secure/cardoperations.aspx,/secure/cardactivation/complete.aspx,40.25,145,1,161,4,0.0,24.0
/secure/cardoperations.aspx,/secure/cardactivation/create.aspx,61.391304347826086,707,1,1412,23,0.0,14.0
/secure/cardoperations.aspx,/secure/cardareaaction/create.aspx,41.58454106280193,854,1,8608,207,0.0,19.67149758454106
/secure/cardoperations.aspx,/secure/cardblock/complete.aspx,2.0,2,2,2,1,0.0,20.0
/secure/cardoperations.aspx,/secure/cardblock/create.aspx,21.63803680981595,364,1,3527,163,0.0,15.582822085889571
/secure/cardoperations.aspx,/secure/cardchoice/cardchoice.aspx,45.111111111111114,111,1,406,9,0.0,16.0
/secure/cardoperations.aspx,/secure/cardcreditnew/cardcreditchoice.aspx,65.0,172,9,260,4,0.0,49.25
/secure/cardoperations.aspx,/secure/cardoperations.aspx,42.82916726181974,1288,1,299847,7001,0.9994286530495643,19.222253963719467
/secure/cardoperations.aspx,/secure/cardpinchange/create.aspx,2.0,2,2,2,1,0.0,11.0
/secure/cardoperations.aspx,/secure/cardrenew/create.aspx,28.515151515151516,170,1,941,33,0.0,13.575757575757576
/secure/cardoperations.aspx,/secure/cardsmsinforming/changephone/create.aspx,26.109375,117,3,1671,64,0.0,19.6875
/secure/cardoperations.aspx,/secure/cardsmsinforming/connect/create.aspx,32.4390243902439,164,5,1330,41,0.0,20.926829268292682
/secure/cardoperations.aspx,/secure/cardsmsinforming/disconnect/create.aspx,19.08713692946058,210,1,4600,241,0.0,14.427385892116183
/secure/cardoperations.aspx,/secure/cardtoaccount/create.aspx,46.86666666666667,381,1,2812,60,0.0,16.166666666666668
/secure/cardoperations.aspx,/secure/cardtocardtransboundary/create.aspx,36.5,116,10,365,10,0.0,16.9
/secure/cardoperations.aspx,/secure/cardtocardtransfer/complete.aspx,1.0,1,1,1,1,0.0,21.0
/secure/cardoperations.aspx,/secure/cardtocardtransfer/confirmation.aspx,3.0,3,3,3,1,0.0,12.0
/secure/cardoperations.aspx,/secure/cardtocardtransfer/create.aspx,24.51746987951807,710,2,40699,1660,0.0,15.285542168674699
/secure/cardoperations.aspx,/secure/cardtransferfromclosed/create.aspx,71.58333333333333,369,12,859,12,0.0,18.25
/secure/cardoperations.aspx,/secure/cardunblock/create.aspx,15.5,51,5,279,18,0.0,12.0
/secure/cardoperations.aspx,/secure/communication/feedback.aspx,42.333333333333336,83,22,127,3,0.0,5.666666666666667
/secure/cardoperations.aspx,/secure/communication/feedbackconfirmation.aspx,43.0,43,43,43,1,0.0,14.0
/secure/cardoperations.aspx,/secure/communication/messageslist.aspx,67.96491228070175,567,3,7748,114,0.0,17.04385964912281
/secure/cardoperations.aspx,/secure/communication/messageslistmobile.aspx,4731.8,13448,225,23659,5,0.0,30.0
/secure/cardoperations.aspx,/secure/dcards.aspx,52.1000680735194,837,1,153070,2938,0.0,18.414567733151802
/secure/cardoperations.aspx,/secure/dcardsarchive.aspx,10.4,36,1,52,5,0.0,25.8
/secure/cardoperations.aspx,/secure/depositallinclusive/new/create.aspx,82.35714285714286,291,9,1153,14,0.0,11.5
/secure/cardoperations.aspx,/secure/deps.aspx,77.77936962750717,814,2,54290,698,0.0,15.580229226361032
/secure/cardoperations.aspx,/secure/depsops.aspx,76.75,221,6,307,4,0.0,12.5
/secure/cardoperations.aspx,/secure/directory.aspx,51.38766519823788,737,1,23330,454,0.0,15.984581497797357
/secure/cardoperations.aspx,/secure/disagreements/intro.aspx,119.03529411764706,991,7,10118,85,0.0,17.564705882352943
/secure/cardoperations.aspx,/secure/documentreference/download.aspx,101.77777777777777,788,13,2748,27,0.0,32.888888888888886
/secure/cardoperations.aspx,/secure/expenseslimits/create.aspx,29.488888888888887,268,2,3981,135,0.0,21.02962962962963
/secure/cardoperations.aspx,/secure/fps/confirmation.aspx,6.0,6,6,6,1,0.0,29.0
/secure/cardoperations.aspx,/secure/fps/create.aspx,35.25413711583924,881,3,59650,1692,0.0,15.868794326241135
/secure/cardoperations.aspx,/secure/fps/settings/account/confirmation.aspx,5.0,5,5,5,1,0.0,13.0
/secure/cardoperations.aspx,/secure/fps/settings/main.aspx,74.04347826086956,742,8,3406,46,0.0,15.5
/secure/cardoperations.aspx,/secure/government/search.aspx,94.8,660,9,3318,35,0.0,13.228571428571428
/secure/cardoperations.aspx,/secure/government/smav/taxview.aspx,5.0,5,5,5,1,0.0,32.0
/secure/cardoperations.aspx,/secure/info.aspx,124.83333333333333,686,6,1498,12,0.0,26.333333333333332
/secure/cardoperations.aspx,/secure/informingsettings/select.aspx,122.14285714285714,1502,11,4275,35,0.0,25.457142857142856
/secure/cardoperations.aspx,/secure/insurance/list.aspx,51.90909090909091,206,4,571,11,0.0,20.363636363636363
/secure/cardoperations.aspx,/secure/intrabank/create.aspx,49.52054794520548,764,9,3615,73,0.0,19.301369863013697
/secure/cardoperations.aspx,/secure/loans.aspx,50.627507163323784,1318,2,17669,349,0.0,13.578796561604584
/secure/cardoperations.aspx,/secure/main.aspx,8844.358919938686,86382,1,75009008,8481,0.0,18.76382502063436
/secure/cardoperations.aspx,/secure/mkbtravel/main.aspx,25.0,53,8,125,5,0.0,11.0
/secure/cardoperations.aspx,/secure/mkbtravel/travelservice.aspx,1.0,1,1,1,1,0.0,25.0
/secure/cardoperations.aspx,/secure/multicurrencycard/addaccount/complete.aspx,5.0,5,5,5,1,0.0,17.0
/secure/cardoperations.aspx,/secure/multicurrencycard/addaccount/create.aspx,20.972972972972972,60,4,776,37,0.0,16.027027027027028
/secure/cardoperations.aspx,/secure/multicurrencycard/defaultaccount/confirmation.aspx,33.125,92,10,265,8,0.0,11.75
/secure/cardoperations.aspx,/secure/news.aspx,38.3213296398892,476,1,13834,361,0.0,13.01939058171745
/secure/cardoperations.aspx,/secure/openaccount/create.aspx,36.0,36,36,36,1,0.0,7.0
/secure/cardoperations.aspx,/secure/opensavingsaccount/create.aspx,25.0,45,4,100,4,0.0,60.5
/secure/cardoperations.aspx,/secure/operations.aspx,53.490112994350284,881,1,37871,708,0.0,18.240112994350284
/secure/cardoperations.aspx,/secure/ops.aspx,6.5,9,4,13,2,0.0,56.5
/secure/cardoperations.aspx,/secure/paymentcomplete.aspx,22.0,22,22,22,1,0.0,30.0
/secure/cardoperations.aspx,/secure/paymentconfirmation.aspx,72.0,72,72,72,1,0.0,9.0
/secure/cardoperations.aspx,/secure/paymentform.aspx,48.17441029306648,894,1,67396,1399,0.0,15.704789135096497
/secure/cardoperations.aspx,/secure/paymentservices/create.aspx,45.8,107,18,458,10,0.0,6.8
/secure/cardoperations.aspx,/secure/printclientbankdetails.aspx,41.65369649805447,727,3,10705,257,0.0,12.392996108949417
/secure/cardoperations.aspx,/secure/purposeloan/select.aspx,41.0,91,11,164,4,0.0,38.75
/secure/cardoperations.aspx,/secure/purposeloanaddrequest/calculator.aspx,52.666666666666664,66,45,158,3,0.0,12.0
/secure/cardoperations.aspx,/secure/purposeloanaddrequestmobile/calculator.aspx,70971.66666666667,80768,55520,212915,3,0.0,10.666666666666666
/secure/cardoperations.aspx,/secure/purposeloanaddrequestmobile/cardcreditchoice.aspx,25490.222222222223,72260,131,229412,9,0.0,14.88888888888889
/secure/cardoperations.aspx,/secure/repaymentofcreditsways.aspx,51.15277777777778,418,6,3683,72,0.0,14.208333333333334
/secure/cardoperations.aspx,/secure/servicepackages/list.aspx,52.94444444444444,173,8,1906,36,0.0,13.38888888888889
/secure/cardoperations.aspx,/secure/stateservices/create.aspx,53.857142857142854,191,15,754,14,0.0,9.785714285714286
/secure/cardoperations.aspx,/secure/subscribe/list.aspx,29.5,40,19,59,2,0.0,23.5
/secure/cardoperations.aspx,/secure/systemsettings/selectsysoper.aspx,79.62745098039215,679,2,4061,51,0.0,19.45098039215686
/secure/cardoperations.aspx,/secure/uralring/complete.aspx,101.0,101,101,101,1,0.0,8.0
/secure/cardoperations.aspx,/secure/userblock.aspx,72.0,128,24,288,4,0.0,16.0
/secure/cardoperations.aspx,/secure/viewsettings.aspx,4.0,7,1,8,2,0.0,14.5
/secure/cardpinchange/complete.aspx,/secure/bonusprogram/mkbbonus/main.aspx,15.0,18,12,30,2,0.0,9.5
/secure/cardpinchange/complete.aspx,/secure/cardpinchange/complete.aspx,5.0,7,3,10,2,1.0,9.0
/secure/cardpinchange/complete.aspx,/secure/cardpinchange/confirmation.aspx,7.0,9,5,14,2,0.0,10.5
/secure/cardpinchange/complete.aspx,/secure/cardpinchange/create.aspx,7.0,22,1,98,14,0.0,14.0
/secure/cardpinchange/complete.aspx,/secure/dcards.aspx,40.8,427,3,816,20,0.0,16.45
/secure/cardpinchange/complete.aspx,/secure/deps.aspx,18.0,32,9,90,5,0.0,20.0
/secure/cardpinchange/complete.aspx,/secure/directory.aspx,304.0,304,304,304,1,0.0,18.0
/secure/cardpinchange/complete.aspx,/secure/fps/create.aspx,83.0,83,83,83,1,0.0,19.0
/secure/cardpinchange/complete.aspx,/secure/main.aspx,1003.8271028037383,84278,1,214819,214,0.0,16.373831775700936
/secure/cardpinchange/complete.aspx,/secure/news.aspx,3.0,3,3,3,1,0.0,9.0
/secure/cardpinchange/complete.aspx,/secure/operations.aspx,4.5,5,4,9,2,0.0,6.0
/secure/cardpinchange/complete.aspx,/secure/paymentform.aspx,18.5,19,18,37,2,0.0,26.5
/secure/cardpinchange/complete.aspx,/secure/purposeloanaddrequestmobile/cardcreditchoice.aspx,71205.0,71205,71205,71205,1,0.0,6.0
/secure/cardpinchange/complete.aspx,/secure/systemsettings/selectsysoper.aspx,2.0,2,2,2,1,0.0,21.0
/secure/cardpinchange/complete.aspx,/secure/userblock.aspx,12.0,12,12,12,1,0.0,16.0
/secure/cardpinchange/confirmation.aspx,/secure/cardchoice/cardchoice.aspx,5.0,5,5,5,1,0.0,8.0
/secure/cardpinchange/confirmation.aspx,/secure/cardpinchange/complete.aspx,50.525252525252526,357,9,15006,297,0.0,14.824915824915825
/secure/cardpinchange/confirmation.aspx,/secure/cardpinchange/confirmation.aspx,65.18181818181819,194,1,717,11,1.0,18.09090909090909
/secure/cardpinchange/confirmation.aspx,/secure/cardpinchange/create.aspx,53.775,733,1,2151,40,0.0,26.05
/secure/cardpinchange/confirmation.aspx,/secure/cardtocardtransfer/create.aspx,57.0,57,57,57,1,0.0,68.0
/secure/cardpinchange/confirmation.aspx,/secure/dcards.aspx,211.0,227,195,422,2,0.0,5.0
/secure/cardpinchange/confirmation.aspx,/secure/earlyrepaymentloan/confirmation.aspx,61.0,61,61,61,1,0.0,27.0
/secure/cardpinchange/confirmation.aspx,/secure/fps/create.aspx,12.0,12,12,12,1,0.0,37.0
/secure/cardpinchange/confirmation.aspx,/secure/main.aspx,6057.5,73997,5,96920,16,0.0,18.5625
/secure/cardpinchange/confirmation.aspx,/secure/news.aspx,132.5,239,26,265,2,0.0,18.5
/secure/cardpinchange/confirmation.aspx,/secure/operations.aspx,4.0,4,4,4,1,0.0,7.0
/secure/cardpinchange/confirmation.aspx,/secure/paymentform.aspx,99.0,99,99,99,1,0.0,53.0
/secure/cardpinchange/confirmation.aspx,/secure/systemsettings/selectsysoper.aspx,44.0,44,44,44,1,0.0,49.0
/secure/cardpinchange/create.aspx,/secure/autopayments/all/select.aspx,4.0,4,4,4,1,0.0,44.0
/secure/cardpinchange/create.aspx,/secure/cardpinchange/confirmation.aspx,9.118131868131869,55,2,3319,364,0.0,15.445054945054945
/secure/cardpinchange/create.aspx,/secure/cardpinchange/create.aspx,7.9375,31,1,127,16,1.0,34.6875
/secure/cardpinchange/create.aspx,/secure/communication/messageslist.aspx,10.0,10,10,10,1,0.0,39.0
/secure/cardpinchange/create.aspx,/secure/dcards.aspx,13.714285714285714,56,2,192,14,0.0,12.5
/secure/cardpinchange/create.aspx,/secure/deps.aspx,2.0,2,2,2,1,0.0,2.0
/secure/cardpinchange/create.aspx,/secure/main.aspx,5785.066666666667,85297,1,347104,60,0.0,22.283333333333335
/secure/cardpinchange/create.aspx,/secure/operations.aspx,6.0,9,4,24,4,0.0,10.5
/secure/cardpinchange/create.aspx,/secure/paymentform.aspx,97.0,97,97,97,1,0.0,16.0
/secure/cardrenew/complete.aspx,/secure/cardrenew/complete.aspx,79.0,140,18,158,2,1.0,24.5
/secure/cardrenew/complete.aspx,/secure/cardrenew/create.aspx,2.0,4,1,6,3,0.0,11.666666666666666
/secure/cardrenew/complete.aspx,/secure/dcards.aspx,60.0,122,16,180,3,0.0,23.333333333333332
/secure/cardrenew/complete.aspx,/secure/deps.aspx,20.5,34,7,41,2,0.0,7.5
/secure/cardrenew/complete.aspx,/secure/main.aspx,2063.4333333333334,61247,2,61903,30,0.0,21.433333333333334
/secure/cardrenew/complete.aspx,/secure/purposeloan/select.aspx,14.333333333333334,23,7,43,3,0.0,12.333333333333334
/secure/cardrenew/confirmation.aspx,/secure/cardrenew/complete.aspx,49.825,476,12,1993,40,0.0,18.35
/secure/cardrenew/confirmation.aspx,/secure/cardrenew/create.aspx,24.166666666666668,64,1,145,6,0.0,31.166666666666668
/secure/cardrenew/confirmation.aspx,/secure/deps.aspx,22.0,22,22,22,1,0.0,11.0
/secure/cardrenew/confirmation.aspx,/secure/main.aspx,23.0,23,23,23,1,0.0,9.0
/secure/cardrenew/create.aspx,/secure/cardactivation/create.aspx,1.0,1,1,1,1,0.0,4.0
/secure/cardrenew/create.aspx,/secure/cardchoice/cardchoice.aspx,12.818181818181818,26,4,141,11,0.0,17.363636363636363
/secure/cardrenew/create.aspx,/secure/cardnew/create.aspx,3.0,3,3,3,1,0.0,60.0
/secure/cardrenew/create.aspx,/secure/cardoperations.aspx,19.3,92,1,193,10,0.0,17.0
/secure/cardrenew/create.aspx,/secure/cardrenew/confirmation.aspx,55.55102040816327,289,1,2722,49,0.0,18.46938775510204
/secure/cardrenew/create.aspx,/secure/cardrenew/create.aspx,40.18181818181818,235,1,442,11,1.0,46.90909090909091
/secure/cardrenew/create.aspx,/secure/dcards.aspx,31.82051282051282,144,3,1241,39,0.0,15.051282051282051
/secure/cardrenew/create.aspx,/secure/deps.aspx,105.5,188,23,211,2,0.0,18.0
/secure/cardrenew/create.aspx,/secure/directory.aspx,68.0,68,68,68,1,0.0,2.0
/secure/cardrenew/create.aspx,/secure/fps/create.aspx,10.0,10,10,10,1,0.0,3.0
/secure/cardrenew/create.aspx,/secure/loans.aspx,173.0,175,171,346,2,0.0,28.5
/secure/cardrenew/create.aspx,/secure/main.aspx,3190.8947368421054,77689,2,121254,38,0.0,16.342105263157894
/secure/cardrenew/create.aspx,/secure/openbrokerageaccount/create.aspx,73.0,73,73,73,1,0.0,15.0
/secure/cardrenew/create.aspx,/secure/operations.aspx,20.5,45,5,82,4,0.0,27.25
/secure/cardrenew/create.aspx,/secure/paymentform.aspx,63.0,63,63,63,1,0.0,18.0
/secure/cardrenew/create.aspx,/secure/purposeloan/select.aspx,97.5,112,83,195,2,0.0,8.5
/secure/cardsmsinforming/changephone/complete.aspx,/secure/cardsmsinforming/changephone/create.aspx,119.0,237,1,238,2,0.0,20.0
/secure/cardsmsinforming/changephone/complete.aspx,/secure/main.aspx,9.333333333333334,15,2,28,3,0.0,29.333333333333332
/secure/cardsmsinforming/changephone/confirmation.aspx,/secure/cardsmsinforming/changephone/complete.aspx,27.333333333333332,36,12,164,6,0.0,27.0
/secure/cardsmsinforming/changephone/create.aspx,/secure/autopayments/all/select.aspx,19.333333333333332,35,11,58,3,0.0,12.333333333333334
/secure/cardsmsinforming/changephone/create.aspx,/secure/cardoperations.aspx,18.9375,104,1,606,32,0.0,20.75
/secure/cardsmsinforming/changephone/create.aspx,/secure/cardsmsinforming/changephone/confirmation.aspx,97.0,491,4,582,6,0.0,26.0
/secure/cardsmsinforming/changephone/create.aspx,/secure/cardsmsinforming/changephone/create.aspx,13.25,36,1,53,4,1.0,24.75
/secure/cardsmsinforming/changephone/create.aspx,/secure/cardsmsinforming/disconnect/create.aspx,1.0,1,1,1,1,0.0,3.0
/secure/cardsmsinforming/changephone/create.aspx,/secure/cardtransferfromclosed/create.aspx,21.0,21,21,21,1,0.0,28.0
/secure/cardsmsinforming/changephone/create.aspx,/secure/dcards.aspx,19.782608695652176,83,4,455,23,0.0,24.695652173913043
/secure/cardsmsinforming/changephone/create.aspx,/secure/depositcommon/create.aspx,1.0,1,1,1,1,0.0,7.0
/secure/cardsmsinforming/changephone/create.aspx,/secure/deps.aspx,206.66666666666666,573,12,620,3,0.0,19.0
/secure/cardsmsinforming/changephone/create.aspx,/secure/fps/create.aspx,33.0,33,33,33,1,0.0,52.0
/secure/cardsmsinforming/changephone/create.aspx,/secure/fps/settings/main.aspx,93.0,93,93,93,1,0.0,14.0
/secure/cardsmsinforming/changephone/create.aspx,/secure/informingsettings/select.aspx,35.5,53,13,213,6,0.0,21.333333333333332
/secure/cardsmsinforming/changephone/create.aspx,/secure/insurance/list.aspx,17.0,17,17,17,1,0.0,41.0
/secure/cardsmsinforming/changephone/create.aspx,/secure/loans.aspx,40.0,47,33,80,2,0.0,27.5
/secure/cardsmsinforming/changephone/create.aspx,/secure/main.aspx,14829.7,71861,17,148297,10,0.0,15.3
/secure/cardsmsinforming/changephone/create.aspx,/secure/operations.aspx,25.333333333333332,50,9,76,3,0.0,6.333333333333333
/secure/cardsmsinforming/changephone/create.aspx,/secure/systemsettings/selectsysoper.aspx,38.0,68,7,152,4,0.0,26.5
/secure/cardsmsinforming/connect/complete.aspx,/secure/cardsmsinforming/connect/create.aspx,43.0,84,2,86,2,0.0,15.5
/secure/cardsmsinforming/connect/complete.aspx,/secure/dcards.aspx,5.0,6,4,10,2,0.0,14.0
/secure/cardsmsinforming/connect/complete.aspx,/secure/informingsettings/select.aspx,11.5,13,10,23,2,0.0,13.5
/secure/cardsmsinforming/connect/complete.aspx,/secure/main.aspx,474.94444444444446,8439,2,8549,18,0.0,30.555555555555557
/secure/cardsmsinforming/connect/confirmation.aspx,/secure/cardsmsinforming/connect/complete.aspx,26.48,85,10,662,25,0.0,24.84
/secure/cardsmsinforming/connect/confirmation.aspx,/secure/cardsmsinforming/connect/confirmation.aspx,3.0,3,3,3,1,1.0,15.0
/secure/cardsmsinforming/connect/confirmation.aspx,/secure/cardsmsinforming/connect/create.aspx,23.692307692307693,88,4,308,13,0.0,22.307692307692307
/secure/cardsmsinforming/connect/confirmation.aspx,/secure/dcards.aspx,6.0,6,6,6,1,0.0,8.0
/secure/cardsmsinforming/connect/create.aspx,/secure/cardoperations.aspx,11.571428571428571,30,2,81,7,0.0,26.285714285714285
/secure/cardsmsinforming/connect/create.aspx,/secure/cardsmsinforming/connect/confirmation.aspx,13.153846153846153,66,3,513,39,0.0,22.53846153846154
/secure/cardsmsinforming/connect/create.aspx,/secure/cardsmsinforming/connect/create.aspx,7.25,21,1,29,4,1.0,12.0
/secure/cardsmsinforming/connect/create.aspx,/secure/dcards.aspx,11.0,23,2,44,4,0.0,13.25
/secure/cardsmsinforming/connect/create.aspx,/secure/depositallinclusive/new/create.aspx,6.0,6,6,6,1,0.0,18.0
/secure/cardsmsinforming/connect/create.aspx,/secure/deps.aspx,47.0,81,30,141,3,0.0,38.0
/secure/cardsmsinforming/connect/create.aspx,/secure/informingsettings/cards.aspx,2.0,2,2,2,1,0.0,25.0
/secure/cardsmsinforming/connect/create.aspx,/secure/main.aspx,10585.461538461539,82295,2,137611,13,0.0,28.846153846153847
/secure/cardsmsinforming/connect/create.aspx,/secure/operations.aspx,19.5,23,16,39,2,0.0,14.5
/secure/cardsmsinforming/connect/create.aspx,/secure/systemsettings/selectsysoper.aspx,18.0,18,18,18,1,0.0,50.0
